num,url,coder1,coder2,final_label
1974_Q48,https://pbs.twimg.com/media/Dp_U2wlW4AE8UVw.jpg,republican politicians,republican politicians,republican politicians
1975_Q48,https://pbs.twimg.com/media/Dp_XvOSW4AETcva.jpg,crowd,crowd,crowd
1976_Q48,https://pbs.twimg.com/media/Dp_ZLFZWwAApHtf.jpg,OTHER,OTHER,OTHER
1977_Q48,https://pbs.twimg.com/media/Dp_VhmYWoAEaSsQ.jpg,men/close shots,men/close shots,men/close shots
1978_Q48,https://pbs.twimg.com/media/Dp_leKxW4AAsxUe.jpg,men/close shots,men/close shots,men/close shots
1979_Q48,https://pbs.twimg.com/media/Dp_zM8DXQAA8pb_.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1980_Q48,https://pbs.twimg.com/media/DqAFCwkXgAADOOD.jpg,crowd,crowd,crowd
1981_Q48,https://pbs.twimg.com/media/DqAH0_2WsAAtJOs.jpg,crowd,crowd,crowd
1982_Q48,https://pbs.twimg.com/media/DqAKRPNX0AAUgkm.jpg,republican politicians,republican politicians,republican politicians
1983_Q48,https://pbs.twimg.com/media/DqAPWUrWsAAx0x-.jpg,men/close shots,crowd,No Agreement
1984_Q48,https://pbs.twimg.com/media/DqAQB7EXcAAc38G.png,violations,crowd,No Agreement
1985_Q48,https://pbs.twimg.com/media/DqAVi3gWsAA86e7.jpg,men/close shots,men/close shots,men/close shots
1986_Q48,https://pbs.twimg.com/media/DqAXt1iWoAIHYVv.jpg,men/close shots,men/close shots,men/close shots
1987_Q48,https://pbs.twimg.com/media/DqA0cKsXcAERw4N.jpg,crowd,crowd,crowd
1988_Q48,https://pbs.twimg.com/media/DqBae56XgAAT8bf.jpg,women and children/close shots,crowd,No Agreement
1989_Q48,https://pbs.twimg.com/media/DqBhF41WoAE1oEG.jpg,crowd,crowd,crowd
1990_Q48,https://pbs.twimg.com/media/DqBsuLtX0AEbg1Y.png,violations,crowd,No Agreement
1991_Q48,https://pbs.twimg.com/media/DqBx3ESWsAUKCXV.jpg,men/close shots,crowd,No Agreement
1992_Q48,https://pbs.twimg.com/media/DqB3ShWWsAIWkwA.jpg,republican politicians,republican politicians,republican politicians
1993_Q48,https://pbs.twimg.com/media/DqB4Z50W4AMpgYe.jpg,OTHER,OTHER,OTHER
1994_Q48,https://pbs.twimg.com/media/DqB5-uFXgAE6KVM.jpg,violations,violations,violations
1995_Q48,https://pbs.twimg.com/media/DqB__EcX4AEwu42.jpg,men/close shots,crowd,No Agreement
1996_Q48,https://pbs.twimg.com/media/DqCG2shW4AEU9eI.jpg,men/close shots,crowd,No Agreement
1997_Q48,https://pbs.twimg.com/media/DqCHuX3WsAA1Jcy.jpg,crowd,crowd,crowd
1998_Q48,https://pbs.twimg.com/media/DqCKRtWWoAABGsY.jpg,crowd,crowd,crowd
1999_Q48,https://pbs.twimg.com/media/DqCQ9ZaWoAAUyFf.jpg,men/close shots,crowd,No Agreement
2000_Q48,https://pbs.twimg.com/media/DqCSRWGXgAAZNnM.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2001_Q48,https://pbs.twimg.com/media/DqCS9PfXgAA662h.jpg,violations,violations,violations
2002_Q48,https://pbs.twimg.com/media/DqCa7VOXQAEf3v3.jpg,violations,violations,violations
2003_Q48,https://pbs.twimg.com/media/DqCfuAkWwAAmrfU.jpg,republican politicians,republican politicians,republican politicians
2004_Q48,https://pbs.twimg.com/media/DqCf478XgAE6n9C.jpg,crowd,crowd,crowd
2005_Q48,https://pbs.twimg.com/media/DqChsmJWoAAHiJf.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2006_Q48,https://pbs.twimg.com/media/DqCkHzLU8AAArgX.jpg,crowd,crowd,crowd
2007_Q48,https://pbs.twimg.com/media/DqClmqYXQAI3hI6.jpg,OTHER,OTHER,OTHER
2008_Q48,https://pbs.twimg.com/media/DqCluXmVAAAm28k.jpg,crowd,crowd,crowd
2009_Q48,https://pbs.twimg.com/media/DqCmylaX0AAV35S.jpg,OTHER,OTHER,OTHER
2010_Q48,https://pbs.twimg.com/media/DqCk8LnXQAIW5Nb.jpg,OTHER,OTHER,OTHER
2011_Q48,https://pbs.twimg.com/media/DqCpm5AX0AETbdW.jpg,crowd,crowd,crowd
2012_Q48,https://pbs.twimg.com/media/DqCzezdWwAAleZ6.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2013_Q48,https://pbs.twimg.com/media/DqCzE84X4AAW6_T.jpg,crowd,crowd,crowd
2014_Q48,https://pbs.twimg.com/media/DqC-xqPWkAc9vZq.jpg,men/close shots,crowd,No Agreement
2015_Q48,https://pbs.twimg.com/media/DqDCVMJX4AMhrNy.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2016_Q48,https://pbs.twimg.com/media/DqDDBaeUwAE01pn.jpg,crowd,crowd,crowd
2017_Q48,https://pbs.twimg.com/media/DqDEJ7UXcAA6z-p.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2018_Q48,https://pbs.twimg.com/media/DqDHEejWkAA17qV.jpg,OTHER,OTHER,OTHER
2019_Q48,https://pbs.twimg.com/media/DqDKoazW4AAUXpW.jpg,crowd,crowd,crowd
2020_Q48,https://pbs.twimg.com/media/DqDMve9WkAALIwb.jpg,OTHER,OTHER,OTHER
2021_Q48,https://pbs.twimg.com/media/DqDTFyKXgAEsnbZ.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2022_Q48,https://pbs.twimg.com/media/DqDr6TcX0AACdlD.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2023_Q48,https://pbs.twimg.com/media/DqDsdKeX4AAEbQ7.jpg,crowd,crowd,crowd
2024_Q48,https://pbs.twimg.com/media/DqDuSjQXgAEDE2G.jpg,republican politicians,republican politicians,republican politicians
2025_Q48,https://pbs.twimg.com/media/DqD1ZY9XQAUkIAh.jpg,republican politicians,republican politicians,republican politicians
2026_Q48,https://pbs.twimg.com/media/DqD3g-hXQAEI_tg.jpg,crowd,crowd,crowd
2027_Q48,https://pbs.twimg.com/media/DqD5fmFWoAAf8Qg.jpg,OTHER,OTHER,OTHER
2028_Q48,https://pbs.twimg.com/media/DqEAGo2XgAETb24.jpg,OTHER,OTHER,OTHER
2029_Q48,https://pbs.twimg.com/media/DqECb6EWoAE3rja.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2030_Q48,https://pbs.twimg.com/media/DqECcYoXgAYnqct.jpg,crowd,crowd,crowd
2031_Q48,https://pbs.twimg.com/media/DqEMuhOWsAAwhEZ.jpg,crowd,crowd,crowd
2032_Q48,https://pbs.twimg.com/media/DqERD9oWsAE9KOm.jpg,crowd,crowd,crowd
2033_Q48,https://pbs.twimg.com/media/DqEYK3yW4AABKlE.jpg,crowd,crowd,crowd
2034_Q48,https://pbs.twimg.com/media/DqEhTf_X0AA2-iI.jpg,OTHER,OTHER,OTHER
2035_Q48,https://pbs.twimg.com/media/DqEkVMnWwAEThmO.jpg,OTHER,OTHER,OTHER
2036_Q48,https://pbs.twimg.com/media/DqEo3shX4AAQR09.jpg,crowd,crowd,crowd
2037_Q48,https://pbs.twimg.com/media/DqEo3uNWkAADIjY.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2038_Q48,https://pbs.twimg.com/media/DqEuzjHXcAAoLGa.jpg,republican politicians,republican politicians,republican politicians
2039_Q48,https://pbs.twimg.com/media/DqEu0l8XQAAwGdh.jpg,OTHER,crowd,No Agreement
2040_Q48,https://pbs.twimg.com/media/DqEvCorWoAEbKM3.jpg,violations,crowd,No Agreement
2041_Q48,https://pbs.twimg.com/media/DqExI7wXQAAW2Qr.jpg,crowd,crowd,crowd
2042_Q48,https://pbs.twimg.com/media/DqE2JapVYAAhWzV.jpg,OTHER,OTHER,OTHER
2043_Q48,https://pbs.twimg.com/media/DqE3fs6WsAANGi4.jpg,crowd,crowd,crowd
2044_Q48,https://pbs.twimg.com/media/DqE7DXCWsAEUZ_o.jpg,violations,violations,violations
2045_Q48,https://pbs.twimg.com/media/DqE4wSfWwAAs2LH.jpg,men/close shots,men/close shots,men/close shots
2046_Q48,https://pbs.twimg.com/media/DqE912uWwAYV1ni.jpg,OTHER,OTHER,OTHER
2047_Q48,https://pbs.twimg.com/media/DqE_v9pXQAAPtgR.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2048_Q48,https://pbs.twimg.com/media/DqFOLobX0AA-JWM.jpg,crowd,crowd,crowd
2049_Q48,https://pbs.twimg.com/media/DqFVf8zWsAA_AwT.jpg,crowd,crowd,crowd
2050_Q48,https://pbs.twimg.com/media/DqFZfl2WoAEEONa.jpg,crowd,crowd,crowd
2051_Q48,https://pbs.twimg.com/media/DqFbsQ1XgAUxZUc.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2052_Q48,https://pbs.twimg.com/media/DqFebBpXcAAtvr4.jpg,crowd,crowd,crowd
2053_Q48,https://pbs.twimg.com/media/DqFgof6XQAAQRfE.jpg,crowd,crowd,crowd
2054_Q48,https://pbs.twimg.com/media/DqCk8LnXQAIW5Nb.jpg,OTHER,OTHER,OTHER
2055_Q48,https://pbs.twimg.com/media/DqFogDCXgAEw6kn.jpg,women and children/close shots,crowd,No Agreement
2056_Q48,https://pbs.twimg.com/media/DqFrBMtXQAEp-az.jpg,crowd,crowd,crowd
2057_Q48,https://pbs.twimg.com/media/DqFwaB7X4AAZ580.jpg,republican politicians,republican politicians,republican politicians
2058_Q48,https://pbs.twimg.com/media/DqGQZCQXcAER4c6.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2059_Q48,https://pbs.twimg.com/media/DqGZfpRWwAAXTyd.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2060_Q48,https://pbs.twimg.com/media/DqD6DscXcAA9OH-.jpg,OTHER,OTHER,OTHER
2061_Q48,https://pbs.twimg.com/media/DqGkAIlX4AA7Ns4.jpg,republican politicians,republican politicians,republican politicians
2062_Q48,https://pbs.twimg.com/media/DqGmEtuWoAA03ts.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2063_Q48,https://pbs.twimg.com/media/DqGsp1lXcAIrUY-.jpg,crowd,crowd,crowd
2064_Q48,https://pbs.twimg.com/media/DqGzB7zXQAAUNFi.jpg,crowd,crowd,crowd
2065_Q48,https://pbs.twimg.com/media/DqG05FpXQAYNnj-.jpg,crowd,crowd,crowd
2066_Q48,https://pbs.twimg.com/media/DqG41sLWoAAWWpd.jpg,crowd,crowd,crowd
2067_Q48,https://pbs.twimg.com/media/DqG6TACVAAASLKL.jpg,men/close shots,men/close shots,men/close shots
2068_Q48,https://pbs.twimg.com/media/DqG8Am6XcAALaqz.jpg,violations,violations,violations
2069_Q48,https://pbs.twimg.com/media/DqG9XErWkAA01od.jpg,republican politicians,republican politicians,republican politicians
2070_Q48,https://pbs.twimg.com/media/DqG2YM4X0AEiYlN.jpg,OTHER,OTHER,OTHER
2071_Q48,https://pbs.twimg.com/media/DqG-mpmXgAI1DrH.jpg,crowd,crowd,crowd
2072_Q48,https://pbs.twimg.com/media/DqHGHq2WkAAEKtJ.jpg,violations,crowd,No Agreement
2073_Q48,https://pbs.twimg.com/media/DqHGjuOWwAAPIJ1.jpg,OTHER,OTHER,OTHER
2074_Q48,https://pbs.twimg.com/media/DqHIVjRXQAAo5CD.jpg,crowd,crowd,crowd
2075_Q48,https://pbs.twimg.com/media/DqHIbRFWwAAMom3.jpg,women and children/close shots,men/close shots,No Agreement
2076_Q48,https://pbs.twimg.com/media/DqHKKvsX4AAPhAa.jpg,OTHER,OTHER,OTHER
2077_Q48,https://pbs.twimg.com/media/DqHLhLgXQAAP9yD.jpg,OTHER,OTHER,OTHER
2078_Q48,https://pbs.twimg.com/media/DqHNByAWwAAhkNH.jpg,OTHER,OTHER,OTHER
2079_Q48,https://pbs.twimg.com/media/DqHQMCGXcAM1scs.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2080_Q48,https://pbs.twimg.com/media/DqHQvreWwAAl8V_.jpg,republican politicians,military,No Agreement
2081_Q48,https://pbs.twimg.com/media/DqHRVCmV4AAVZIq.jpg,OTHER,OTHER,OTHER
2082_Q48,https://pbs.twimg.com/media/DqHRjjVXQAAbQ-I.jpg,crowd,crowd,crowd
2083_Q48,https://pbs.twimg.com/media/DqHY4dSWsAY-QgS.jpg,men/close shots,men/close shots,men/close shots
2084_Q48,https://pbs.twimg.com/media/DqHZvRXXQAYNi59.jpg,crowd,crowd,crowd
2085_Q48,https://pbs.twimg.com/media/DqHZ1qSU8AApYbV.jpg,OTHER,OTHER,OTHER
2086_Q48,https://pbs.twimg.com/media/DqHbCxYVYAQvUWD.jpg,violations,crowd,No Agreement
2087_Q48,https://pbs.twimg.com/media/DqHcHiRX4AAb5Vi.jpg,violations,crowd,No Agreement
2088_Q48,https://pbs.twimg.com/media/DqHcUicWwAArOIZ.jpg,republican politicians,republican politicians,republican politicians
2089_Q48,https://pbs.twimg.com/media/DqHdKpeXcAAMSsx.jpg,republican politicians,republican politicians,republican politicians
2090_Q48,https://pbs.twimg.com/media/DqHd5bCVYAAVY9e.jpg,violations,crowd,No Agreement
2091_Q48,https://pbs.twimg.com/media/DqHevVzX0AEW_t9.jpg,violations,men/close shots,No Agreement
2092_Q48,https://pbs.twimg.com/media/DqHfWDJXgAAWzGt.jpg,crowd,crowd,crowd
2093_Q48,https://pbs.twimg.com/media/DqHhXGVX0AEQ5lV.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2094_Q48,https://pbs.twimg.com/media/DqHhd1eU8AANIO6.jpg,republican politicians,republican politicians,republican politicians
2095_Q48,https://pbs.twimg.com/media/DqHjzFHWwAAWvdm.jpg,violations,violations,violations
2096_Q48,https://pbs.twimg.com/media/DqHj3kjXQAApnWU.jpg,OTHER,OTHER,OTHER
2097_Q48,https://pbs.twimg.com/media/DqHkIloXcAAmRf8.jpg,OTHER,OTHER,OTHER
2098_Q48,https://pbs.twimg.com/media/DqHmK0zXcAAanna.jpg,OTHER,OTHER,OTHER
2099_Q48,https://pbs.twimg.com/media/DqHmdU8X0AINKP6.jpg,crowd,crowd,crowd
2100_Q48,https://pbs.twimg.com/media/DqHn_T_XQAESjUS.jpg,violations,crowd,No Agreement
2101_Q48,https://pbs.twimg.com/media/DqHodQSX4AID1I0.jpg,crowd,crowd,crowd
2102_Q48,https://pbs.twimg.com/media/DqHs4DwWkAAohma.jpg,men/close shots,men/close shots,men/close shots
2103_Q48,https://pbs.twimg.com/media/DqHnfw6XQAApwy4.jpg,crowd,crowd,crowd
2104_Q48,https://pbs.twimg.com/media/DqHweRdU0AAkgIP.jpg,OTHER,OTHER,OTHER
2105_Q48,https://pbs.twimg.com/media/DqHx4DAX0AA-v3w.jpg,OTHER,OTHER,OTHER
2106_Q48,https://pbs.twimg.com/media/DqHyb0CX4AE2Txu.jpg,OTHER,OTHER,OTHER
2107_Q48,https://pbs.twimg.com/media/DqHylEjXgAE-uLw.jpg,OTHER,OTHER,OTHER
2108_Q48,https://pbs.twimg.com/media/DqHyviqW4AEX3wm.jpg,crowd,crowd,crowd
2109_Q48,https://pbs.twimg.com/media/DqHzrLzWwAMp9-T.jpg,men/close shots,women and children/close shots,No Agreement
2110_Q48,https://pbs.twimg.com/media/DqH0IU0VsAACoB-.jpg,OTHER,OTHER,OTHER
2111_Q48,https://pbs.twimg.com/media/DqH0WiOX0AA-xAn.jpg,crowd,crowd,crowd
2112_Q48,https://pbs.twimg.com/media/DqH2Q31XgAAQ0O2.jpg,crowd,crowd,crowd
2113_Q48,https://pbs.twimg.com/media/DqH23l5XgAEktI6.jpg,OTHER,OTHER,OTHER
2114_Q48,https://pbs.twimg.com/media/DqH3q6dUwAEDqd5.jpg,OTHER,OTHER,OTHER
2115_Q48,https://pbs.twimg.com/media/DqH3l48UwAEaAgl.jpg,OTHER,OTHER,OTHER
2116_Q48,https://pbs.twimg.com/media/DqH4xT_VAAEhB-B.jpg,women and children/close shots,camps,No Agreement
2117_Q48,https://pbs.twimg.com/media/DqH67O2UcAAaMej.jpg,crowd,crowd,crowd
2118_Q48,https://pbs.twimg.com/media/DqH7d4MUwAUvX1a.jpg,OTHER,OTHER,OTHER
2119_Q48,https://pbs.twimg.com/media/DqH8bVoXQAARF78.jpg,men/close shots,crowd,No Agreement
2120_Q48,https://pbs.twimg.com/media/DqH8lYeWoAcq_Jt.jpg,crowd,crowd,crowd
2121_Q48,https://pbs.twimg.com/media/DqH8p6eWwAE2YaP.jpg,republican politicians,police,No Agreement
2122_Q48,https://pbs.twimg.com/media/DqH9GnfV4AAc0rI.jpg,OTHER,crowd,No Agreement
2123_Q48,https://pbs.twimg.com/media/DqHuIaBXcAEAYxU.jpg,men/close shots,men/close shots,men/close shots
2124_Q48,https://pbs.twimg.com/media/DqIBnqXWwAAsls-.jpg,men/close shots,crowd,No Agreement
2125_Q48,https://pbs.twimg.com/media/DqIE1YSX4AEmdVS.jpg,crowd,crowd,crowd
2126_Q48,https://pbs.twimg.com/media/DqH__2mX4AERsbp.jpg,OTHER,OTHER,OTHER
2127_Q48,https://pbs.twimg.com/media/DqII9n9UcAECDyn.jpg,crowd,crowd,crowd
2128_Q48,https://pbs.twimg.com/media/DqILA2BWsAAfY2j.jpg,OTHER,OTHER,OTHER
2129_Q48,https://pbs.twimg.com/media/DqILs7xXcAEyt0k.jpg,crowd,crowd,crowd
2130_Q48,https://pbs.twimg.com/media/DqIL502XcAM5d74.jpg,men/close shots,men/close shots,men/close shots
2131_Q48,https://pbs.twimg.com/media/DqIMX_HWsAA_uwQ.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2132_Q48,https://pbs.twimg.com/media/DqIND7XX0AEDzlm.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2133_Q48,https://pbs.twimg.com/media/DqIK0YHX4AEN0IC.jpg,camps,camps,camps
2134_Q48,https://pbs.twimg.com/media/DqIRFO1WsAEJftD.jpg,OTHER,OTHER,OTHER
2135_Q48,https://pbs.twimg.com/media/DqIRqqyWoAIZr_B.jpg,OTHER,OTHER,OTHER
2136_Q48,https://pbs.twimg.com/media/DqITT9QXgAY51GL.jpg,crowd,crowd,crowd
2137_Q48,https://pbs.twimg.com/media/DqIU2WuWoAIxL5X.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2138_Q48,https://pbs.twimg.com/media/DqIVpexXcAAC3uO.jpg,crowd,crowd,crowd
2139_Q48,https://pbs.twimg.com/media/DqIWOrXWkAAPsYa.jpg,crowd,crowd,crowd
2140_Q48,https://pbs.twimg.com/media/DqIWOtJWkAAok6g.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2141_Q48,https://pbs.twimg.com/media/DqIWxLgXgAA1bkF.jpg,OTHER,OTHER,OTHER
2142_Q48,https://pbs.twimg.com/media/DqIYZhPX4AEaKNk.jpg,violations,men/close shots,No Agreement
2143_Q48,https://pbs.twimg.com/media/DqISKZ6WkAIohfu.jpg,men/close shots,crowd,No Agreement
2144_Q48,https://pbs.twimg.com/media/DqITUdqX0AArjWQ.jpg,republican politicians,republican politicians,republican politicians
2145_Q48,https://pbs.twimg.com/media/DqIXOQOWsAEmd2B.jpg,OTHER,OTHER,OTHER
2146_Q48,https://pbs.twimg.com/media/DqIYwhzXQAASTjw.jpg,women and children/close shots,crowd,No Agreement
2147_Q48,https://pbs.twimg.com/media/DqIZdxtX0AAfdWW.jpg,OTHER,OTHER,OTHER
2148_Q48,https://pbs.twimg.com/media/DqIaEkAU0AADn0f.jpg,crowd,crowd,crowd
2149_Q48,https://pbs.twimg.com/media/DqIayVVWoAE7FdR.jpg,crowd,crowd,crowd
2150_Q48,https://pbs.twimg.com/media/DqIbwtGX4AEP9Fg.jpg,republican politicians,republican politicians,republican politicians
2151_Q48,https://pbs.twimg.com/media/DqIcLAtX0AUMuM8.jpg,crowd,crowd,crowd
2152_Q48,https://pbs.twimg.com/media/DqIchbNWoAAT7sX.jpg,OTHER,OTHER,OTHER
2153_Q48,https://pbs.twimg.com/media/DqIeJd6XQAAvTTe.jpg,OTHER,OTHER,OTHER
2154_Q48,https://pbs.twimg.com/media/DqIfYZ3UcAA1b4d.jpg,OTHER,OTHER,OTHER
2155_Q48,https://pbs.twimg.com/media/DqIig62WsAgYHDD.jpg,OTHER,OTHER,OTHER
2156_Q48,https://pbs.twimg.com/media/DqIi1zCX0AEIwLD.jpg,OTHER,OTHER,OTHER
2157_Q48,https://pbs.twimg.com/media/DqIk3HBWoAAQXa5.jpg,OTHER,OTHER,OTHER
2158_Q48,https://pbs.twimg.com/media/DqIkH3CUwAAT5Is.jpg,OTHER,OTHER,OTHER
2159_Q48,https://pbs.twimg.com/media/DqIndsKWsAEiVCE.jpg,OTHER,OTHER,OTHER
2160_Q48,https://pbs.twimg.com/media/DqIpdXBXgAEzSdy.jpg,OTHER,OTHER,OTHER
2161_Q48,https://pbs.twimg.com/media/DqIq0FQX4AIDBl-.jpg,republican politicians,republican politicians,republican politicians
2162_Q48,https://pbs.twimg.com/media/DqIsmrgXQAENbF3.jpg,men/close shots,crowd,No Agreement
2163_Q48,https://pbs.twimg.com/media/DqItMEUX4AEHz1g.jpg,OTHER,OTHER,OTHER
2164_Q48,https://pbs.twimg.com/media/DqIth0iX0AIOs0U.jpg,crowd,crowd,crowd
2165_Q48,https://pbs.twimg.com/media/DqIuv_0WoAAwAzl.jpg,OTHER,OTHER,OTHER
2166_Q48,https://pbs.twimg.com/media/DqIza6XWsAIGOEJ.jpg,OTHER,OTHER,OTHER
2167_Q48,https://pbs.twimg.com/media/DqIzhi4WoAUTLvZ.jpg,OTHER,OTHER,OTHER
2168_Q48,https://pbs.twimg.com/media/DqI0NYZXgAAw0WZ.jpg,republican politicians,republican politicians,republican politicians
2169_Q48,https://pbs.twimg.com/media/DqI0c8nWoAA8Tn8.jpg,violations,violations,violations
2170_Q48,https://pbs.twimg.com/media/DqI1mcAWsAEmHXR.jpg,OTHER,OTHER,OTHER
2171_Q48,https://pbs.twimg.com/media/DqI2QsMX0AALKOF.jpg,crowd,crowd,crowd
2172_Q48,https://pbs.twimg.com/media/DqI1C6xVsAAiPVk.jpg,OTHER,OTHER,OTHER
2173_Q48,https://pbs.twimg.com/media/DqIw_CfUUAEvlrI.jpg,OTHER,OTHER,OTHER
2174_Q48,https://pbs.twimg.com/media/DqI5gHdWkAEbHXK.jpg,OTHER,OTHER,OTHER
2175_Q48,https://pbs.twimg.com/media/DqI614vWoAEX6R7.jpg,OTHER,OTHER,OTHER
2176_Q48,https://pbs.twimg.com/media/DqI7gl2W4AE32Kv.jpg,OTHER,OTHER,OTHER
2177_Q48,https://pbs.twimg.com/media/DqI7rC1UUAEPj5s.jpg,republican politicians,OTHER,No Agreement
2178_Q48,https://pbs.twimg.com/media/DqI-2uuWsAcHCrd.jpg,crowd,crowd,crowd
2179_Q48,https://pbs.twimg.com/media/DqI_RuqX4AEt8Kc.jpg,republican politicians,republican politicians,republican politicians
2180_Q48,https://pbs.twimg.com/media/DqJBt6SXcAALpDO.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2181_Q48,https://pbs.twimg.com/media/DqJB8KEUwAAN0Wq.jpg,OTHER,OTHER,OTHER
2182_Q48,https://pbs.twimg.com/media/DqJEPOYWsAAfqXI.jpg,republican politicians,republican politicians,republican politicians
2183_Q48,https://pbs.twimg.com/media/DqJOSJ0W4AEP0tn.jpg,OTHER,OTHER,OTHER
2184_Q48,https://pbs.twimg.com/media/DqJQEP9WwAI6kSa.jpg,OTHER,OTHER,OTHER
2185_Q48,https://pbs.twimg.com/media/DqJXHmLX4AAoS7d.png,OTHER,OTHER,OTHER
2186_Q48,https://pbs.twimg.com/media/DqJcqFoWsAQTAHs.jpg,crowd,crowd,crowd
2187_Q48,https://pbs.twimg.com/media/DqJfr3GXgAEP-vZ.jpg,crowd,crowd,crowd
2188_Q48,https://pbs.twimg.com/media/DqJneO0WwAI4FX1.jpg,OTHER,OTHER,OTHER
2189_Q48,https://pbs.twimg.com/media/DqJoxjMXQAAH_m4.jpg,crowd,crowd,crowd
2190_Q48,https://pbs.twimg.com/media/DqJr2BNWkAAEeUx.jpg,crowd,crowd,crowd
2191_Q48,https://pbs.twimg.com/media/DqJve5XWkAENnBo.jpg,crowd,crowd,crowd
2192_Q48,https://pbs.twimg.com/media/DqJw5OoU0AEzdho.jpg,republican politicians,OTHER,No Agreement
2193_Q48,https://pbs.twimg.com/media/DqJxNwjW4AA4tbQ.jpg,men/close shots,crowd,No Agreement
2194_Q48,https://pbs.twimg.com/media/DqJ0DSWX0AAduBS.jpg,OTHER,OTHER,OTHER
2195_Q48,https://pbs.twimg.com/media/DqJ1WNqWoAAWvDr.jpg,OTHER,OTHER,OTHER
2196_Q48,https://pbs.twimg.com/media/DqJ4sLdX4AIisl-.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2197_Q48,https://pbs.twimg.com/media/DqKCBbJX4AAJgbA.jpg,crowd,crowd,crowd
2198_Q48,https://pbs.twimg.com/media/DqKC8aFX0AEDsjW.jpg,crowd,crowd,crowd
2199_Q48,https://pbs.twimg.com/media/DqKEt7MWsAAGAO7.jpg,republican politicians,republican politicians,republican politicians
2200_Q48,https://pbs.twimg.com/media/DqKNQ6CWwAA0RxS.jpg,men/close shots,crowd,No Agreement
2201_Q48,https://pbs.twimg.com/media/DqKO-EyX4AAJSeC.jpg,OTHER,OTHER,OTHER
2202_Q48,https://pbs.twimg.com/media/DqKUIFtW4AAV2qJ.jpg,OTHER,OTHER,OTHER
2203_Q48,https://pbs.twimg.com/media/DqKVwrzXcAAw_Q3.jpg,OTHER,OTHER,OTHER
2204_Q48,https://pbs.twimg.com/media/DqKdfB7W4AAiHWc.jpg,violations,crowd,No Agreement
2205_Q48,https://pbs.twimg.com/media/DqKeSUmXgAAOMfg.jpg,men/close shots,crowd,No Agreement
2206_Q48,https://pbs.twimg.com/media/DqKlADsWoAA9H9z.jpg,men/close shots,crowd,No Agreement
2207_Q48,https://pbs.twimg.com/media/DqKo_1jX0AAIAqP.jpg,men/close shots,crowd,No Agreement
2208_Q48,https://pbs.twimg.com/media/DqKzXM_XQAEcQE7.jpg,OTHER,OTHER,OTHER
2209_Q48,https://pbs.twimg.com/media/DqK2rBfWoAAYRaX.jpg,crowd,crowd,crowd
2210_Q48,https://pbs.twimg.com/media/DqK3IxrXQAAF8U-.jpg,crowd,crowd,crowd
2211_Q48,https://pbs.twimg.com/media/DqKl1CXXgAAjrSO.jpg,men/close shots,crowd,No Agreement
2212_Q48,https://pbs.twimg.com/media/DqLEpGbXgAADZPc.jpg,republican politicians,republican politicians,republican politicians
2213_Q48,https://pbs.twimg.com/media/DqKpZpyWsAASNHp.jpg,men/close shots,crowd,No Agreement
2214_Q48,https://pbs.twimg.com/media/DqLLuPQXcAAsT5y.jpg,OTHER,OTHER,OTHER
2215_Q48,https://pbs.twimg.com/media/DqLMP3gXcAEHMxl.jpg,republican politicians,republican politicians,republican politicians
2216_Q48,https://pbs.twimg.com/media/DqLP1hLWoAEHv5_.jpg,republican politicians,republican politicians,republican politicians
2217_Q48,https://pbs.twimg.com/media/DqLVU02WwAAXvKi.jpg,women and children/close shots,women and children/close shots,women and children/close shots
2218_Q48,https://pbs.twimg.com/media/DqLXZ3PWkAAWtQ-.jpg,crowd,crowd,crowd
2219_Q48,https://pbs.twimg.com/media/DqKloj0XcAEFc-g.jpg,men/close shots,crowd,No Agreement
2220_Q48,https://pbs.twimg.com/media/DqLfpVqWkAA8Fte.jpg,crowd,crowd,crowd
2221_Q48,https://pbs.twimg.com/media/DqLgoY7W4AALH43.jpg,OTHER,OTHER,OTHER
2222_Q48,https://pbs.twimg.com/media/DqLjzanWwAA-owF.jpg,OTHER,OTHER,OTHER
2223_Q48,https://pbs.twimg.com/media/DqKpE2eWwAA20S_.jpg,men/close shots,crowd,No Agreement
